1.37476e+09,2550
1.37476e+09,2559
1.37476e+09,2549
1.37476e+09,2544
1.37476e+09,2553
1.37476e+09,2564
1.37476e+09,2555
1.37476e+09,2545
1.37476e+09,2551
1.37476e+09,2550
1.37476e+09,2565
1.37476e+09,2557
1.37476e+09,2508
1.37476e+09,2416
1.37476e+09,628
1.37476e+09,619
1.37476e+09,528
1.37476e+09,461
1.37476e+09,416
1.37476e+09,292
1.37476e+09,256
1.37476e+09,296
1.37476e+09,240
1.37476e+09,210
1.37476e+09,185
1.37476e+09,168
1.37476e+09,238
1.37476e+09,247
1.37476e+09,256
1.37476e+09,276
1.37476e+09,292
1.37476e+09,324
1.37476e+09,349
1.37476e+09,369
1.37476e+09,412
1.37476e+09,438
1.37476e+09,498
1.37476e+09,588
1.37476e+09,675
1.37476e+09,797
1.37476e+09,887
1.37476e+09,999
1.37476e+09,1048
1.37476e+09,1116
1.37476e+09,1202
1.37476e+09,1276
1.37476e+09,1338
1.37476e+09,1385
1.37476e+09,1440
1.37476e+09,1474
1.37476e+09,1538
1.37476e+09,1588
1.37476e+09,1679
1.37476e+09,1703
1.37476e+09,1708
1.37476e+09,1704
1.37476e+09,1690
1.37476e+09,1660
1.37476e+09,1598
1.37476e+09,1544
1.37476e+09,1436
1.37476e+09,1337
1.37476e+09,1240
1.37476e+09,1196
1.37476e+09,1079
1.37476e+09,988
1.37476e+09,910
1.37476e+09,826
1.37476e+09,706
1.37476e+09,608
1.37476e+09,550
1.37476e+09,458
1.37476e+09,380
1.37476e+09,334
1.37476e+09,257
1.37476e+09,209
1.37476e+09,146
1.37476e+09,137
1.37476e+09,112
1.37476e+09,89
1.37476e+09,95
1.37476e+09,101
1.37476e+09,122
1.37476e+09,152
1.37476e+09,188
1.37476e+09,271
1.37476e+09,397
1.37476e+09,464
1.37476e+09,535
1.37476e+09,570
1.37476e+09,647
1.37476e+09,721
1.37476e+09,843
1.37476e+09,966
1.37476e+09,1053
1.37476e+09,1117
1.37476e+09,1169
1.37476e+09,1210
1.37476e+09,1312
1.37476e+09,1393
1.37476e+09,1480
1.37476e+09,1534
1.37476e+09,1577
1.37476e+09,1594
1.37476e+09,1624
1.37476e+09,1648
1.37476e+09,1676
1.37476e+09,1713
1.37476e+09,1750
1.37476e+09,1808
1.37476e+09,1842
1.37476e+09,1855
1.37476e+09,1872
1.37476e+09,1863
1.37476e+09,1840
1.37476e+09,1817
1.37476e+09,1766
1.37476e+09,1723
1.37476e+09,1629
1.37476e+09,1502
1.37476e+09,1390
1.37476e+09,1261
1.37476e+09,1166
1.37476e+09,1052
1.37476e+09,954
1.37476e+09,858
1.37476e+09,735
1.37476e+09,649
1.37476e+09,521
1.37476e+09,438
1.37476e+09,387
1.37476e+09,338
1.37476e+09,283
1.37476e+09,241
1.37476e+09,181
1.37476e+09,108
1.37476e+09,79
1.37476e+09,50
1.37476e+09,36
1.37476e+09,26
1.37476e+09,35
1.37476e+09,41
1.37476e+09,51
1.37476e+09,84
1.37476e+09,135
1.37476e+09,166
1.37476e+09,217
1.37476e+09,268
1.37476e+09,277
1.37476e+09,279
1.37476e+09,279
1.37476e+09,284
1.37476e+09,289
1.37476e+09,288
1.37476e+09,341
1.37476e+09,372
1.37476e+09,407
1.37476e+09,420
1.37476e+09,466
1.37476e+09,549
1.37476e+09,2554
1.37476e+09,2548
1.37476e+09,2553
1.37476e+09,2551
1.37476e+09,2542
1.37476e+09,2558
1.37476e+09,2538
1.37476e+09,2550
1.37476e+09,2548
1.37476e+09,2556
1.37476e+09,2560
1.37476e+09,2553
1.37476e+09,2551
1.37476e+09,2533
1.37476e+09,2557
1.37476e+09,2553
1.37476e+09,2545
1.37476e+09,2546
1.37476e+09,2548
1.37476e+09,2553
1.37476e+09,2562
1.37476e+09,2549
